Default channel group,Date+hour,Users,Sessions,Engaged sessions,Average engagement time per session,Engaged sessions per user,Events per session,Engagement rate,Event count
Direct,2024-08-13 10:00:00,2,4,1,519.03,1.77,8.8,0.21,8
Affiliates,2024-08-13 11:00:00,1,3,5,319.87,4.39,2.51,0.82,12
Paid Search,2024-08-13 12:00:00,2,3,4,417.3,4.03,9.03,0.72,13
Direct,2024-08-13 13:00:00,1,2,1,237.52,4.68,9.49,0.13,19
Display,2024-08-13 14:00:00,2,3,2,67.42,3.19,7.62,0.11,7
Referral,2024-08-13 15:00:00,3,3,2,270.83,0.7,9.69,0.48,19
Paid Search,2024-08-13 16:00:00,4,4,5,104.16,3.34,2.29,0.25,7
Affiliates,2024-08-13 17:00:00,4,4,5,221.42,3.54,6.28,0.76,16
Social,2024-08-13 18:00:00,1,5,5,188.79,2.86,5.66,0.72,5
Paid Search,2024-08-13 19:00:00,1,4,2,154.75,0.76,7.37,0.26,11
Organic Search,2024-08-13 20:00:00,1,5,2,414.49,4.73,7.77,0.29,4
Paid Search,2024-08-13 21:00:00,3,4,1,128.51,0.95,4.45,0.54,14
Paid Search,2024-08-13 22:00:00,2,5,1,409.48,0.53,9.2,0.95,18
Social,2024-08-13 23:00:00,3,4,5,32.9,2.42,9.55,0.66,14
Affiliates,2024-08-14 00:00:00,4,4,3,407.86,1.89,4.6,0.51,17
Organic Search,2024-08-14 01:00:00,1,2,1,35.09,3.89,8.06,0.93,2
Affiliates,2024-08-14 02:00:00,2,4,2,115.03,1.94,1.97,0.7,9
Direct,2024-08-14 03:00:00,4,5,4,306.89,2.08,6.86,0.57,1
Organic Search,2024-08-14 04:00:00,4,2,3,592.86,4.82,1.29,0.15,2
Organic Search,2024-08-14 05:00:00,4,5,2,386.36,1.45,6.39,0.92,1
Display,2024-08-14 06:00:00,3,4,3,12.02,3.89,3.51,0.92,14
Social,2024-08-14 07:00:00,1,4,4,467.77,1.33,3.23,0.43,13
Direct,2024-08-14 08:00:00,4,5,5,210.95,2.37,6.09,0.63,2
Email,2024-08-14 09:00:00,1,3,3,595.34,3.61,7.09,0.82,1
Display,2024-08-14 10:00:00,3,2,4,367.76,3.73,8.09,0.15,13
Organic Search,2024-08-14 11:00:00,4,2,4,555.96,4.05,7.12,0.18,19
Affiliates,2024-08-14 12:00:00,3,4,3,38.84,1.02,5.3,0.52,3
Affiliates,2024-08-14 13:00:00,3,2,3,227.76,1.94,5.27,0.85,12
Display,2024-08-14 14:00:00,1,5,3,179.57,2.65,5.52,0.49,18
Display,2024-08-14 15:00:00,4,4,3,231,1.44,4.21,0.16,18
Paid Search,2024-08-14 16:00:00,3,2,5,189.79,3.78,8.02,0.92,10
Referral,2024-08-14 17:00:00,4,1,2,174.13,4.64,1.19,0.13,2
Organic Search,2024-08-14 18:00:00,1,2,1,293.93,3.74,7.84,0.95,9
Display,2024-08-14 19:00:00,3,5,5,470.49,2.36,7.19,0.82,10
Affiliates,2024-08-14 20:00:00,1,2,3,391.5,2.53,8.29,0.8,14
Paid Search,2024-08-14 21:00:00,4,3,4,228.08,4.3,6.22,0.13,3
Email,2024-08-14 22:00:00,4,3,5,357.84,2.35,9.43,0.91,12
Email,2024-08-14 23:00:00,1,4,1,545.1,3.21,7.82,0.84,19
Social,2024-08-15 00:00:00,2,3,1,168.54,2.29,1.5,0.75,8
Display,2024-08-15 01:00:00,3,5,5,305.32,3.22,8.05,0.45,17
Organic Search,2024-08-15 02:00:00,4,1,4,547.87,4.15,5.34,0.77,9
Paid Search,2024-08-15 03:00:00,4,1,4,441.32,4.72,3.08,0.49,7
Email,2024-08-15 04:00:00,3,4,4,113.1,4.93,5.35,0.39,18
Email,2024-08-15 05:00:00,1,4,2,478.1,0.82,3.37,0.52,10
Paid Search,2024-08-15 06:00:00,1,3,4,483.33,2.46,4.51,0.55,17
Affiliates,2024-08-15 07:00:00,1,5,1,450.08,2.31,6.91,0.3,15
Social,2024-08-15 08:00:00,2,3,3,361.52,4.69,7.19,0.89,11
Referral,2024-08-15 09:00:00,2,5,3,79.62,0.69,1.06,0.61,11
Direct,2024-08-15 10:00:00,4,5,1,286.85,2.19,5.63,0.88,10
Organic Search,2024-08-15 11:00:00,1,1,4,61.14,4.51,5.12,0.3,13
Display,2024-08-15 12:00:00,3,5,3,316.15,4.43,9.07,0.58,12
Referral,2024-08-15 13:00:00,4,2,1,249.03,4.66,5.41,0.48,11
Social,2024-08-15 14:00:00,3,5,4,13.49,1.83,2.82,0.45,18
Display,2024-08-15 15:00:00,4,1,2,468.85,1.33,1.62,0.43,13
Paid Search,2024-08-15 16:00:00,2,3,3,393.95,3.26,5.23,0.5,10
Email,2024-08-15 17:00:00,4,5,4,152.06,2.87,2.3,0.21,15
Affiliates,2024-08-15 18:00:00,2,2,4,388.8,3.54,7.65,0.49,16
Paid Search,2024-08-15 19:00:00,4,4,3,331.04,1.33,8.5,0.32,9
Affiliates,2024-08-15 20:00:00,1,3,4,309.79,4.86,5.57,0.26,10
Referral,2024-08-15 21:00:00,3,4,5,232.09,1.6,6.44,0.26,11
Direct,2024-08-15 22:00:00,1,2,5,35.63,2.48,8.14,0.94,4
Organic Search,2024-08-15 23:00:00,4,1,2,591.84,3.82,9.18,0.38,9
Referral,2024-08-16 00:00:00,4,1,1,310.78,4.79,4.76,0.81,5
Organic Search,2024-08-16 01:00:00,4,3,5,42.3,2.81,3.41,0.99,2
Referral,2024-08-16 02:00:00,2,5,5,39.9,1.35,8.4,0.92,11
Affiliates,2024-08-16 03:00:00,3,5,2,464.04,3.3,2.28,0.22,9
Display,2024-08-16 04:00:00,3,4,5,213.39,1.06,2.56,0.42,17
Paid Search,2024-08-16 05:00:00,4,1,5,263.01,2.52,10,0.23,9
Social,2024-08-16 06:00:00,4,5,3,373.01,1.22,1.45,0.74,5
Affiliates,2024-08-16 07:00:00,2,5,2,11.24,1.58,9.66,0.2,4
Affiliates,2024-08-16 08:00:00,1,1,4,314.39,4.46,6.32,0.6,1
Organic Search,2024-08-16 09:00:00,1,1,4,418.75,3.51,2.16,0.81,2
Organic Search,2024-08-16 10:00:00,3,2,1,241.72,3.77,7.23,0.9,2
Email,2024-08-16 11:00:00,2,4,1,105.74,1.28,9.56,0.73,4
Organic Search,2024-08-16 12:00:00,4,1,5,512.67,4.74,5.02,0.38,2
Email,2024-08-16 13:00:00,3,2,5,244.41,0.79,9.3,0.41,5
Organic Search,2024-08-16 14:00:00,2,1,4,597.9,4.76,9.23,0.37,2
Display,2024-08-16 15:00:00,1,3,2,325.97,1.63,4.62,0.1,18
Paid Search,2024-08-16 16:00:00,2,3,3,84.58,0.79,5.67,0.34,10
Referral,2024-08-16 17:00:00,1,3,1,56.98,2.61,1.79,0.95,18
Affiliates,2024-08-16 18:00:00,2,1,5,132.89,2.74,4.23,0.14,4
Direct,2024-08-16 19:00:00,3,5,1,538.01,4.08,9.95,0.62,1
Referral,2024-08-16 20:00:00,1,5,4,300.36,3.39,1.16,0.79,12
Paid Search,2024-08-16 21:00:00,3,3,2,498.46,2.19,7.44,0.61,9
Organic Search,2024-08-16 22:00:00,3,4,4,405.79,3.25,8.81,0.98,10
Direct,2024-08-16 23:00:00,1,2,3,516.34,3.22,1.65,0.38,8
Affiliates,2024-08-17 00:00:00,1,3,2,315.49,4.71,8.22,0.28,17
Organic Search,2024-08-17 01:00:00,4,2,3,493.24,0.66,1.62,0.35,3
Affiliates,2024-08-17 02:00:00,4,2,3,566.4,3.44,9.29,0.81,16
Organic Search,2024-08-17 03:00:00,4,3,2,95.32,3.9,3.87,0.61,12
Referral,2024-08-17 04:00:00,3,5,3,598.23,3.12,5.6,0.44,1
Direct,2024-08-17 05:00:00,3,4,1,446.12,4.42,5.97,0.29,2
Organic Search,2024-08-17 06:00:00,4,3,5,348.94,4.83,6.81,0.26,10
Direct,2024-08-17 07:00:00,3,2,2,595.41,1.61,4.83,0.19,13
Organic Search,2024-08-17 08:00:00,3,1,4,108.33,4.42,6.25,0.72,2
Social,2024-08-17 09:00:00,1,1,4,392.12,2.81,8.82,0.66,12
Paid Search,2024-08-17 10:00:00,1,2,5,121.1,3.64,9.44,0.12,7
Affiliates,2024-08-17 11:00:00,3,3,4,310.07,1.65,6.61,0.36,8
Direct,2024-08-17 12:00:00,4,5,5,33.36,4.22,8.05,0.55,3
Paid Search,2024-08-17 13:00:00,2,3,1,212.78,2.62,1.37,0.35,1
Paid Search,2024-08-17 14:00:00,4,4,4,525.25,3.67,1.17,0.11,9
Paid Search,2024-08-17 15:00:00,2,1,4,457.55,4.4,4.37,0.63,18
Affiliates,2024-08-17 16:00:00,4,2,1,244.14,3.33,9.53,0.55,14
Referral,2024-08-17 17:00:00,1,5,4,110.97,3.21,3.21,0.36,3
Paid Search,2024-08-17 18:00:00,3,3,4,46.57,0.8,3.68,0.94,8
Referral,2024-08-17 19:00:00,3,4,1,572.28,3.58,4.55,0.29,6
Display,2024-08-17 20:00:00,1,3,1,265.12,2.11,8.72,0.59,16
Email,2024-08-17 21:00:00,2,4,1,435.04,4.36,5.64,0.68,10
Display,2024-08-17 22:00:00,2,3,4,545.84,2.52,7.76,0.76,16
Email,2024-08-17 23:00:00,2,5,5,444.58,4.31,8.46,0.53,12
Paid Search,2024-08-18 00:00:00,1,5,5,286.37,4.39,5.34,0.31,12
Direct,2024-08-18 01:00:00,2,2,2,227.79,3.6,4.44,0.8,3
Email,2024-08-18 02:00:00,1,5,2,525.14,0.85,8.05,0.79,5
Referral,2024-08-18 03:00:00,4,4,4,198.15,1.63,1.6,0.27,6
Organic Search,2024-08-18 04:00:00,4,2,4,203.01,1.7,1.77,0.26,2
Direct,2024-08-18 05:00:00,1,5,5,456.57,3.89,7.1,0.46,15
Email,2024-08-18 06:00:00,3,1,3,355.63,4.54,7.27,0.71,8
Paid Search,2024-08-18 07:00:00,4,4,2,262.51,3.3,1.98,0.52,11
Paid Search,2024-08-18 08:00:00,2,2,5,275.83,1.58,4.99,0.12,17
Social,2024-08-18 09:00:00,1,4,4,354.31,2.02,1.55,0.39,19
Direct,2024-08-18 10:00:00,2,2,2,268.08,2.87,5.64,0.93,13
Display,2024-08-18 11:00:00,2,4,2,196.84,0.91,6.48,0.25,15
Direct,2024-08-18 12:00:00,3,1,2,544.59,4.18,7.3,0.2,16
Email,2024-08-18 13:00:00,2,5,4,308.77,3.32,5.43,0.58,15
Direct,2024-08-18 14:00:00,3,3,5,127.18,1.51,4.87,0.91,10
Affiliates,2024-08-18 15:00:00,4,3,3,107.09,4.61,2.92,0.26,14
Referral,2024-08-18 16:00:00,1,3,4,179.7,2.88,4.42,0.56,16
Organic Search,2024-08-18 17:00:00,2,2,2,592.05,0.74,7.97,0.89,11
Direct,2024-08-18 18:00:00,1,5,1,555.56,3.7,7.95,0.68,3
Paid Search,2024-08-18 19:00:00,2,2,5,64.33,2.63,6,0.3,19
Display,2024-08-18 20:00:00,1,2,4,59.73,2.68,9.71,0.46,19
Direct,2024-08-18 21:00:00,2,2,2,235.28,3.61,8.1,0.54,15
Organic Search,2024-08-18 22:00:00,2,2,3,312.81,1.38,3.63,0.75,12
Affiliates,2024-08-18 23:00:00,2,5,2,189.11,4.78,4.1,0.75,9
Paid Search,2024-08-19 00:00:00,2,3,2,397.1,4.19,1.26,0.42,6
Organic Search,2024-08-19 01:00:00,2,4,4,262.86,4.56,5.85,0.76,8
Organic Search,2024-08-19 02:00:00,2,2,3,327.01,4.59,3.34,0.83,17
Direct,2024-08-19 03:00:00,2,5,1,175.55,2.33,2.07,0.63,10
Paid Search,2024-08-19 04:00:00,2,1,4,50.98,1.97,9.42,0.72,2
Social,2024-08-19 05:00:00,2,4,5,418.35,3,4.64,0.35,9
Display,2024-08-19 06:00:00,1,2,3,438.43,1.03,3.91,0.26,9
Affiliates,2024-08-19 07:00:00,3,2,1,289.67,2.8,8.46,0.65,10
Direct,2024-08-19 08:00:00,2,4,1,518.78,3.14,7.44,0.91,16
Referral,2024-08-19 09:00:00,3,4,3,190.69,1.02,5.93,0.25,1
Direct,2024-08-19 10:00:00,2,2,5,437.24,3.83,7.11,0.32,19
Social,2024-08-19 11:00:00,2,5,2,352.3,4.61,9.45,0.23,3
Affiliates,2024-08-19 12:00:00,1,1,4,263.35,1.83,9.35,0.99,16
Display,2024-08-19 13:00:00,4,5,5,135.1,0.54,3.35,0.9,7
Referral,2024-08-19 14:00:00,4,3,1,399.87,4.49,3.28,0.26,1
Direct,2024-08-19 15:00:00,1,3,5,104.43,2.16,4.48,0.47,3
Organic Search,2024-08-19 16:00:00,3,3,2,437.81,0.53,2.33,0.45,11
Direct,2024-08-19 17:00:00,4,2,5,136.83,1.01,7.93,0.94,5
Affiliates,2024-08-19 18:00:00,1,1,5,20.21,3.53,5.47,0.57,3
Paid Search,2024-08-19 19:00:00,1,1,1,188.8,2.88,3.83,0.73,19
Social,2024-08-19 20:00:00,4,2,5,519.84,1.28,4.49,0.49,3
Email,2024-08-19 21:00:00,3,2,4,26.96,2.91,3.64,0.5,4
Display,2024-08-19 22:00:00,1,2,3,46.81,2.2,6.54,0.12,17
Organic Search,2024-08-19 23:00:00,2,1,1,324.93,1.49,5.17,0.46,12
Referral,2024-08-20 00:00:00,3,2,3,12.43,4.33,6.64,0.15,11
Referral,2024-08-20 01:00:00,3,4,5,386.8,4.21,6.91,0.61,3
Paid Search,2024-08-20 02:00:00,4,4,2,378.38,3.56,2.72,0.8,11
Paid Search,2024-08-20 03:00:00,4,4,1,140.45,1.36,7.64,0.83,16
Email,2024-08-20 04:00:00,2,2,5,266.67,2.3,1.37,0.34,18
Referral,2024-08-20 05:00:00,1,4,5,462.05,3.77,7.85,0.55,3
Affiliates,2024-08-20 06:00:00,4,2,2,128.98,4.07,6.93,0.41,5
Referral,2024-08-20 07:00:00,4,4,5,365.85,4.65,6.01,0.74,7
Social,2024-08-20 08:00:00,3,2,4,269.02,1.23,1.73,0.89,5
Organic Search,2024-08-20 09:00:00,4,5,2,242.62,1.94,2.91,0.68,16
Referral,2024-08-20 10:00:00,4,3,1,204.31,1.31,6.61,0.81,1
Paid Search,2024-08-20 11:00:00,4,5,1,331.32,4.92,5.43,0.76,7
Direct,2024-08-20 12:00:00,4,3,3,158.23,4.12,1.24,0.39,13
Affiliates,2024-08-20 13:00:00,3,3,4,385.63,2.41,9.13,0.21,11
Affiliates,2024-08-20 14:00:00,2,4,4,77.41,3.59,8.96,0.94,19
Direct,2024-08-20 15:00:00,2,3,1,516.44,4.05,1.05,0.74,16
Direct,2024-08-20 16:00:00,1,3,5,461.12,3.54,9.96,0.64,10
Organic Search,2024-08-20 17:00:00,4,5,4,255.31,1.17,7.4,0.78,16
Organic Search,2024-08-20 18:00:00,3,3,4,115.13,0.52,8.58,0.82,9
Email,2024-08-20 19:00:00,1,2,5,243.07,4.25,5.41,0.41,6
Social,2024-08-20 20:00:00,1,2,2,407.78,3.55,3.69,0.51,5
Referral,2024-08-20 21:00:00,2,4,5,226.03,4.36,5.64,0.68,9
Display,2024-08-20 22:00:00,3,5,3,58.6,1.17,8.27,0.76,16
Social,2024-08-20 23:00:00,3,1,3,74.38,2.11,5.64,0.45,2
Email,2024-08-21 00:00:00,3,5,1,420.96,1.45,8.59,0.16,14
Affiliates,2024-08-21 01:00:00,2,1,2,515.51,4.14,9.21,0.62,8
Organic Search,2024-08-21 02:00:00,2,3,4,499.26,2.58,1.47,0.7,14
Paid Search,2024-08-21 03:00:00,2,1,1,449.15,4.83,6.07,0.88,9
Organic Search,2024-08-21 04:00:00,2,3,1,458.42,4.85,6.55,0.78,17
Direct,2024-08-21 05:00:00,2,5,4,588.6,3.82,8.19,0.78,17
Direct,2024-08-21 06:00:00,4,5,4,102.03,2.38,8.53,0.23,8
Organic Search,2024-08-21 07:00:00,4,4,5,331.74,3.88,3.31,0.89,17
Affiliates,2024-08-21 08:00:00,3,4,3,165.09,0.88,7.82,0.73,15
Paid Search,2024-08-21 09:00:00,1,3,4,145.86,1.22,4.05,0.95,13
Paid Search,2024-08-21 10:00:00,3,3,5,251.48,3.03,3.49,0.68,15
Referral,2024-08-21 11:00:00,1,2,3,208.61,3.58,5.86,0.56,14
Affiliates,2024-08-21 12:00:00,2,2,2,395.98,4.81,6.64,0.43,17
Email,2024-08-21 13:00:00,1,2,2,254.73,0.54,2.94,0.55,5
Display,2024-08-21 14:00:00,3,5,2,178.26,0.63,5.05,0.17,10
Referral,2024-08-21 15:00:00,3,1,4,59.42,3.05,4.69,0.5,1
Email,2024-08-21 16:00:00,1,3,3,181.59,1.52,1.71,0.84,7
Referral,2024-08-21 17:00:00,4,4,3,295.5,4.08,6.62,0.47,2
Paid Search,2024-08-21 18:00:00,2,3,2,368.17,1.67,5.76,0.76,16
Email,2024-08-21 19:00:00,2,1,1,387.19,4.01,3.97,0.92,1
Referral,2024-08-21 20:00:00,3,3,3,133.57,1.68,3.4,0.43,14
Paid Search,2024-08-21 21:00:00,4,4,3,251.23,1.55,1.63,0.31,3
Referral,2024-08-21 22:00:00,1,4,5,247.85,2.09,3.47,0.17,2
Display,2024-08-21 23:00:00,2,1,2,18.8,3.74,2.77,0.48,3
Referral,2024-08-22 00:00:00,4,4,1,531.64,1.53,9.97,0.81,18
Display,2024-08-22 01:00:00,2,5,5,407.61,1.53,3.58,0.2,3
Referral,2024-08-22 02:00:00,4,4,1,400.71,2,8.8,0.76,1
Paid Search,2024-08-22 03:00:00,4,1,1,351.21,4.58,7.14,0.45,7
Affiliates,2024-08-22 04:00:00,3,1,1,281.86,1.04,4.29,0.6,18
Affiliates,2024-08-22 05:00:00,2,3,4,142.63,4.63,1.87,0.9,6
Organic Search,2024-08-22 06:00:00,1,4,3,241.53,1.74,8.33,0.4,10
Display,2024-08-22 07:00:00,3,4,3,114.07,3.35,9.65,0.72,16
Direct,2024-08-22 08:00:00,3,1,5,491.12,1.46,7.75,0.66,10
Referral,2024-08-22 09:00:00,1,3,1,134.47,1.15,9.33,0.87,6
Affiliates,2024-08-22 10:00:00,3,3,1,173.58,1.51,8.25,0.15,18
Direct,2024-08-22 11:00:00,4,5,3,17.5,2.59,2,0.7,13
Display,2024-08-22 12:00:00,4,5,1,230.91,4.14,7.34,0.41,19
Email,2024-08-22 13:00:00,2,1,1,428.78,0.92,5.19,0.24,2
Direct,2024-08-22 14:00:00,2,3,1,115.18,4.29,4.45,0.95,5
Affiliates,2024-08-22 15:00:00,1,3,2,311.71,1.78,4.21,0.72,11
Referral,2024-08-22 16:00:00,2,5,2,563.85,3.82,7.03,0.4,16
Email,2024-08-22 17:00:00,4,5,2,268.72,2.49,8.78,0.14,19
Social,2024-08-22 18:00:00,1,1,5,478.85,0.84,5.01,0.92,9
Referral,2024-08-22 19:00:00,1,3,1,481.04,1.2,4.62,0.72,19
Email,2024-08-22 20:00:00,2,1,2,394.83,3.8,9.31,0.63,12
Direct,2024-08-22 21:00:00,4,5,2,225.98,0.67,3.63,0.44,4
Organic Search,2024-08-22 22:00:00,1,4,4,458.18,1.01,8.62,0.22,15
Organic Search,2024-08-22 23:00:00,4,5,5,564.57,1.44,5.34,0.59,2
Social,2024-08-23 00:00:00,4,3,2,170.56,2.01,4.87,0.92,19
Direct,2024-08-23 01:00:00,4,1,2,305.93,2.13,3.05,1,18
Paid Search,2024-08-23 02:00:00,2,3,2,364.19,3.29,8.22,0.22,19
Affiliates,2024-08-23 03:00:00,3,5,4,360.69,1.8,6.65,0.43,7
Affiliates,2024-08-23 04:00:00,3,5,4,255.87,0.5,1.73,0.49,5
Display,2024-08-23 05:00:00,1,2,5,330.72,3.6,5.1,0.65,17
Direct,2024-08-23 06:00:00,4,5,1,42.95,3.7,9.19,0.84,15
Email,2024-08-23 07:00:00,2,3,1,48.01,0.58,5.91,0.18,13
Referral,2024-08-23 08:00:00,4,1,5,559.74,2.38,3.26,0.18,16
Social,2024-08-23 09:00:00,4,1,1,335.15,0.68,7.22,0.62,18
Direct,2024-08-23 10:00:00,2,2,3,125.18,2.1,9.03,0.14,17
Direct,2024-08-23 11:00:00,3,3,1,166.05,2.63,5.08,0.67,5
Referral,2024-08-23 12:00:00,4,5,4,425.32,4.97,7.45,0.68,19
Paid Search,2024-08-23 13:00:00,4,4,4,418.31,2.15,7.94,0.57,14
Display,2024-08-23 14:00:00,3,1,2,398.3,1.62,2.2,0.92,12
Affiliates,2024-08-23 15:00:00,2,3,4,157.47,3.29,3.22,0.81,9
Referral,2024-08-23 16:00:00,1,2,3,501.78,0.91,1.23,0.82,13
Affiliates,2024-08-23 17:00:00,3,4,3,48.28,1.26,3.36,0.58,19
Affiliates,2024-08-23 18:00:00,1,3,3,258.89,2.38,4.17,0.17,17
Social,2024-08-23 19:00:00,1,5,2,460.53,2.05,1.16,0.35,5
Organic Search,2024-08-23 20:00:00,3,1,1,150.57,1.62,8.52,0.24,3
Display,2024-08-23 21:00:00,4,5,2,151.86,1.61,9.78,0.72,8
Referral,2024-08-23 22:00:00,1,2,4,10.79,1.53,3.52,0.79,11
Referral,2024-08-23 23:00:00,1,1,3,301.63,2.59,6.28,0.47,18
Email,2024-08-24 00:00:00,2,4,2,551.98,4.6,4.9,0.7,19
Display,2024-08-24 01:00:00,4,1,2,312.48,1.58,9.09,0.52,18
Referral,2024-08-24 02:00:00,1,5,3,560.79,2.56,1.24,0.98,5
Direct,2024-08-24 03:00:00,2,3,5,137.1,2.2,5.57,0.73,6
Organic Search,2024-08-24 04:00:00,4,3,3,242.96,3.92,8.06,0.29,16
Display,2024-08-24 05:00:00,3,3,5,595.04,2.01,6.46,0.71,10
Organic Search,2024-08-24 06:00:00,3,2,3,481.72,2.44,1.68,0.47,14
Organic Search,2024-08-24 07:00:00,2,2,1,349.62,0.56,2.2,0.85,7
Affiliates,2024-08-24 08:00:00,3,3,5,61.38,0.54,2.37,0.59,13
Organic Search,2024-08-24 09:00:00,1,4,5,86.98,2.54,4.47,0.88,4
Display,2024-08-24 10:00:00,4,5,2,269.75,1.43,9.89,0.2,3
Display,2024-08-24 11:00:00,1,4,5,490.81,3.53,8.85,0.32,2
Affiliates,2024-08-24 12:00:00,1,3,4,447.42,3.59,6.53,0.37,1
Paid Search,2024-08-24 13:00:00,3,5,2,514.18,2.32,7.47,0.29,15
Affiliates,2024-08-24 14:00:00,1,2,2,249.08,2.6,2.81,0.43,2
Affiliates,2024-08-24 15:00:00,3,1,1,350.71,1.04,1.47,0.4,7
Referral,2024-08-24 16:00:00,4,1,2,191.72,4.87,4.28,0.64,16
Paid Search,2024-08-24 17:00:00,4,5,2,327.5,3.39,7.64,0.71,12
Organic Search,2024-08-24 18:00:00,1,4,4,373.62,4.39,6.86,0.92,10
Display,2024-08-24 19:00:00,2,5,2,314.45,2.76,3.09,0.58,6
Referral,2024-08-24 20:00:00,3,4,5,126.87,1.49,9.92,0.99,15
Direct,2024-08-24 21:00:00,3,4,1,210.24,1.74,1.46,0.64,13
Email,2024-08-24 22:00:00,1,1,4,381.3,1.37,8.72,0.41,1
Social,2024-08-24 23:00:00,3,2,3,348.6,2.84,9.81,0.37,9
Referral,2024-08-25 00:00:00,3,3,3,274.57,1.85,8.25,0.45,12
Paid Search,2024-08-25 01:00:00,2,2,3,46.77,4.42,5.3,0.98,16
Organic Search,2024-08-25 02:00:00,2,3,4,277.7,4.16,3.95,0.84,5
Affiliates,2024-08-25 03:00:00,1,1,3,344.23,2.74,8.52,0.21,17
Social,2024-08-25 04:00:00,2,3,5,139.09,4.72,1.47,0.24,19
Direct,2024-08-25 05:00:00,1,4,3,18.5,2.29,5.17,0.87,18
Affiliates,2024-08-25 06:00:00,4,5,3,312.16,1.83,2.54,0.84,11
Organic Search,2024-08-25 07:00:00,1,3,1,233.74,1.98,5.11,0.63,15
Affiliates,2024-08-25 08:00:00,4,2,3,417.02,2.99,3.69,0.19,7
Affiliates,2024-08-25 09:00:00,1,1,3,84.22,2.51,5.96,0.8,11
Direct,2024-08-25 10:00:00,3,1,2,329.65,3.61,6.6,0.71,12
Display,2024-08-25 11:00:00,2,5,5,540.76,4.43,5.96,0.62,14
Direct,2024-08-25 12:00:00,4,4,4,556.01,1.41,6.48,0.97,3
Email,2024-08-25 13:00:00,1,4,1,528.94,3.17,5.81,0.98,10
Affiliates,2024-08-25 14:00:00,2,1,4,483.12,1.81,5.28,0.28,18
Organic Search,2024-08-25 15:00:00,1,4,3,563.43,2.21,5.78,0.37,18
Paid Search,2024-08-25 16:00:00,2,5,2,581.62,4.5,3.86,0.16,7
Display,2024-08-25 17:00:00,2,1,3,177.81,2.84,4.65,0.75,11
Email,2024-08-25 18:00:00,1,4,3,297.76,1.98,8.14,0.36,15
Organic Search,2024-08-25 19:00:00,4,3,1,428.67,3.11,6,0.78,9
Social,2024-08-25 20:00:00,4,3,1,309.76,2.78,9.53,0.59,11
Display,2024-08-25 21:00:00,3,4,4,545.44,3.98,5,0.35,3
Social,2024-08-25 22:00:00,2,3,3,585.01,4.57,8.42,0.43,3
Referral,2024-08-25 23:00:00,3,5,4,302.73,0.65,9.51,0.79,4
Paid Search,2024-08-26 00:00:00,3,2,3,205.14,2.41,9.53,0.45,10
Email,2024-08-26 01:00:00,1,5,1,250.17,1.38,7.59,0.89,18
Organic Search,2024-08-26 02:00:00,1,5,2,410.37,2.7,1.5,0.85,11
Email,2024-08-26 03:00:00,1,4,4,438.49,2.7,7.08,0.44,4
Organic Search,2024-08-26 04:00:00,2,5,4,233.06,1.19,4.95,0.42,8
Paid Search,2024-08-26 05:00:00,1,4,5,509.36,4.91,5.57,0.54,8
Display,2024-08-26 06:00:00,1,1,5,84.35,2.71,3.37,0.23,4
Email,2024-08-26 07:00:00,2,4,2,24.04,1.12,2.41,0.75,19
Affiliates,2024-08-26 08:00:00,2,4,5,588.06,3.06,8.3,0.93,17
Organic Search,2024-08-26 09:00:00,4,1,2,552.98,1.66,9.91,0.48,19
Email,2024-08-26 10:00:00,1,2,3,190.4,4.35,2.06,0.15,1
Email,2024-08-26 11:00:00,1,1,5,574.04,3.26,5.77,0.72,18
Direct,2024-08-26 12:00:00,1,4,5,194.61,3.78,5.3,0.42,7
Paid Search,2024-08-26 13:00:00,4,3,4,288.51,3.27,8.1,0.29,11
Referral,2024-08-26 14:00:00,1,4,2,321.74,4.25,1.57,0.78,14
Direct,2024-08-26 15:00:00,4,1,4,386.82,2.67,5.65,0.36,12
Email,2024-08-26 16:00:00,3,4,5,320.14,3.26,1.61,0.82,7
Referral,2024-08-26 17:00:00,4,1,3,547.74,4.1,6.56,0.83,13
Paid Search,2024-08-26 18:00:00,3,5,1,340.34,3.78,1.44,0.64,12
Affiliates,2024-08-26 19:00:00,1,2,2,27.78,2.95,9.25,0.57,2
Referral,2024-08-26 20:00:00,3,2,2,114.2,1.53,4.29,0.61,9
Referral,2024-08-26 21:00:00,4,1,3,575.32,3.56,3.75,0.43,8
Email,2024-08-26 22:00:00,2,2,3,36.28,3.7,7.53,0.43,7
Email,2024-08-26 23:00:00,3,3,2,456.1,3.7,2.45,0.87,13
Social,2024-08-27 00:00:00,3,3,2,586.21,4.08,9.57,0.7,1
Display,2024-08-27 01:00:00,1,2,3,27.72,4.48,2.84,0.81,10
Social,2024-08-27 02:00:00,4,1,3,517.37,2.99,3.01,0.46,13
Organic Search,2024-08-27 03:00:00,3,3,3,425.51,4,6.36,0.9,10
Paid Search,2024-08-27 04:00:00,3,2,5,29.32,2.26,9.59,0.33,10
Email,2024-08-27 05:00:00,3,4,2,363.36,4.95,7.23,0.73,7
Email,2024-08-27 06:00:00,3,3,2,550.52,4.1,9.07,0.94,14
Affiliates,2024-08-27 07:00:00,2,5,3,272.68,3.47,6.22,0.53,12
Affiliates,2024-08-27 08:00:00,4,3,4,448.65,2.97,8.19,0.83,5
